id;filename;titulo;capa;categoria;fuente;tipo_descarga;url_usada;estado;size_bytes
011;011_gpc_621_periodontitis_sepo_compl.pdf;GPC 621 del SNS — Tratamiento de la periodontitis;1;Odontologia;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2023/03/gpc_621_periodontitis_sepo_compl.pdf;SKIP;4074353
012;012_gpc_622_cirugia_bucal_trastornos_coagulacion_secib_compl.pdf;GPC 622 del SNS — Cirugía bucal en pacientes con trastornos de la coagulación;1;Odontologia;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2023/03/gpc_622_cirugia_bucal_trastornos_coagulacion_secib_compl.pdf;SKIP;2095530
013;013_gpc_623_actividad_fisica_embarazo_upm_compl.pdf;GPC 623 del SNS — Actividad física durante el embarazo;1;Ginecologia;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2023/04/gpc_623_actividad_fisica_embarazo_upm_compl.pdf;SKIP;11633154
014;014_gpc_624_osteoporosis_seiomm_compl.pdf;GPC 624 del SNS — Osteoporosis;1;Reumatologia;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2023/05/gpc_624_osteoporosis_seiomm_compl.pdf;SKIP;185489
015;015_gpc_618_cuidados_palitativos_pediatria_iacs_compl.pdf;GPC 618 del SNS — Cuidados paliativos pediátricos;1;Cuidados_paliativos;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2023/10/gpc_618_cuidados_palitativos_pediatria_iacs_compl.pdf;SKIP;1686512
016;016_gpc_625_prevencion_secundaria_ictus_aetsa_compl.pdf;GPC 625 del SNS — Prevención secundaria del ictus;1;Neurologia;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2023/10/gpc_625_prevencion_secundaria_ictus_aetsa_compl.pdf;SKIP;3169058
017;017_gpc_626_terceros_molares_secib_compl.pdf;GPC 626 del SNS — Terceros molares;1;Odontologia;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2023/11/gpc_626_terceros_molares_secib_compl.pdf;SKIP;2574143
018;018_gpc_534_depresion_adulto_avaliat_compl.pdf;GPC 534 del SNS — Manejo de la depresión en el adulto;1;Salud_mental;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2024/02/gpc_534_depresion_adulto_avaliat_compl.pdf;SKIP;4540316
019;019_gpc_630_tabaquismo_separ_compl.pdf;GPC 630 del SNS — Tratamiento del tabaquismo;1;Neumologia;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2024/07/gpc_630_tabaquismo_separ_compl.pdf;SKIP;955992
020;020_gpc_631_abordaje_procesos_bucales_aemps_compl.pdf;GPC 631 del SNS — Abordaje de procesos bucales;1;Odontologia;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2024/07/gpc_631_abordaje_procesos_bucales_aemps_compl.pdf;SKIP;3597561
021;021_gpc_585_anticoncepcion_iacs_compl.pdf;GPC 585 del SNS — Anticoncepción;1;Ginecologia;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2025/01/gpc_585_anticoncepcion_iacs_compl.pdf;SKIP;980814
022;022_gpc_634_toc_nino_adolescente_compl.pdf;GPC 634 del SNS — Trastorno obsesivo-compulsivo en la infancia y la adolescencia;1;Salud_mental;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2025/02/gpc_634_toc_nino_adolescente_compl.pdf;SKIP;2280739
023;023_gpc_636_espoguia_ser_compl.pdf;GPC 636 del SNS — Espondiloartritis (ESPOGUIA);1;Reumatologia;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2025/02/gpc_636_espoguia_ser_compl.pdf;SKIP;4516964
024;024_gpc_644_neurorehabilitacion_senr-compl.pdf;GPC 644 del SNS — Neurorrehabilitación;1;Neurologia;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2025/03/gpc_644_neurorehabilitacion_senr-compl.pdf;SKIP;3587578
025;025_gpc_645_enfermedades_periimplantarias_sepa_compl.pdf;GPC 645 del SNS — Enfermedades periimplantarias;1;Odontologia;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2025/03/gpc_645_enfermedades_periimplantarias_sepa_compl.pdf;SKIP;4077619
026;026_gpc_635_manejo_ictus_ap_osteba_compl.pdf;GPC 635 del SNS — Manejo del ictus en atención primaria;1;Neurologia;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2025/04/gpc_635_manejo_ictus_ap_osteba_compl.pdf;SKIP;5238685
027;027_gpc_641_ansiedad_sescs_compl-1.pdf;GPC 641 del SNS — Trastornos de ansiedad;1;Salud_mental;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2025/07/gpc_641_ansiedad_sescs_compl-1.pdf;SKIP;17115828
028;028_gpc_649_boca_seca_semo_compl.pdf;GPC 649 del SNS — Boca seca;1;Odontologia;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2025/07/gpc_649_boca_seca_semo_compl.pdf;SKIP;3475129
029;029_gpc_633_madre_metodo_canguro_compl.pdf;GPC 633 del SNS — Método madre canguro;1;Pediatria;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2025/09/gpc_633_madre_metodo_canguro_compl.pdf;SKIP;11408277
030;030_gpc_650_obesidad_seedo_compl.pdf;GPC 650 del SNS — Obesidad;1;Endocrinologia;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2025/10/gpc_650_obesidad_seedo_compl.pdf;SKIP;3780391
031;031_gpc_653_artritis_reumatoide_ser_compl_corregida.pdf;GPC 653 del SNS — Artritis reumatoide;1;Reumatologia;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2025/10/gpc_653_artritis_reumatoide_ser_compl_corregida.pdf;SKIP;3546838
032;032_gpc_651_hemocultivos_ieie_compl.pdf;GPC 651 del SNS — Hemocultivos;1;Microbiologia;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2025/11/gpc_651_hemocultivos_ieie_compl.pdf;SKIP;1905193
033;033_gpc_652_trastorno_espectro_autista_ap_aetsa_compl_f_doi.pdf;GPC 652 del SNS — Trastorno del espectro autista en atención primaria;1;Salud_mental;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2025/12/gpc_652_trastorno_espectro_autista_ap_aetsa_compl_f_doi.pdf;SKIP;1992202
034;034_gpc_658_manejo_via_subcutanea_hospital_scjhuesca_compl.pdf;GPC 658 del SNS — Uso de la vía subcutánea en el hospital;1;Enfermeria;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2026/01/gpc_658_manejo_via_subcutanea_hospital_scjhuesca_compl.pdf;SKIP;2454996
035;035_gpc_659_diabetes_mellitus_tipo_1_sescs_compl_nipo.pdf;GPC 659 del SNS — Diabetes mellitus tipo 1 (2026);1;Endocrinologia;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2026/01/gpc_659_diabetes_mellitus_tipo_1_sescs_compl_nipo.pdf;SKIP;2041930
036;036_gpc_657_infecciones_tracto_respiratorio_superior_pediatria_aemps_compl.pdf;GPC 657 del SNS — Infecciones del tracto respiratorio superior en pediatría;1;Pediatria;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2026/03/gpc_657_infecciones_tracto_respiratorio_superior_pediatria_aemps_compl.pdf;SKIP;896325
037;037_gpc_662_catarata_paciente_adulto_actualizacion_chuf.pdf;GPC 662 del SNS — Catarata en el paciente adulto;1;Oftalmologia;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2026/05/gpc_662_catarata_paciente_adulto_actualizacion_chuf.pdf;SKIP;1946718
038;038_gpc_664_cancer_mama_metastasico_geicam.pdf;GPC 664 del SNS — Cáncer de mama metastásico;1;Oncologia;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2026/07/gpc_664_cancer_mama_metastasico_geicam.pdf;SKIP;1206543
039;039_GESEPOC-2021-Spanish-ABN2022.pdf;Guía española de la EPOC (GesEPOC 2021);1;Neumologia;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/gravity_forms/2-cdb008c5a6f7016ab2b9afa9675d272f/2022/08/GESEPOC-2021-Spanish-ABN2022.pdf;SKIP;1943654
040;040_GPC_429_Diabetes_2_Osteba_compl.pdf;GPC 429 del SNS — Diabetes mellitus tipo 2 (2008);1;Endocrinologia;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2018/12/GPC_429_Diabetes_2_Osteba_compl.pdf;SKIP;4875486
044;044_gpc_453_tmg_iacs_rapid_2025-1.pdf;GPC 453 del SNS — Trastorno mental grave · guía rápida;2;Salud_mental;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2019/01/gpc_453_tmg_iacs_rapid_2025-1.pdf;SKIP;309536
045;045_gpc_453_tmg_iacs_resum_2025-.pdf;GPC 453 del SNS — Trastorno mental grave · resumen;2;Salud_mental;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2019/01/gpc_453_tmg_iacs_resum_2025-.pdf;SKIP;1121888
046;046_gpc_453_tmg_ics_herram_2025.pdf;GPC 453 del SNS — Trastorno mental grave · herramientas;2;Salud_mental;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2019/01/gpc_453_tmg_ics_herram_2025.pdf;SKIP;66673
047;047_gpc_481_conducta_suicida_avaliat_herram_modif_2020.pdf;GPC 481 del SNS — Prevención y tratamiento de la conducta suicida · herramientas;2;Salud_mental;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2020/09/gpc_481_conducta_suicida_avaliat_herram_modif_2020.pdf;SKIP;260073
048;048_gpc_612_atencion_paliativa_avaliat_mat_met.pdf;GPC 612 del SNS — Atención paliativa al adulto · material metodológico;2;Cuidados_paliativos;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2021/09/gpc_612_atencion_paliativa_avaliat_mat_met.pdf;SKIP;1624262
049;049_gpc_612_atencion_paliativa_avaliat_infografia_cast.pdf;GPC 612 del SNS — Atención paliativa al adulto · infografía;2;Cuidados_paliativos;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2021/10/gpc_612_atencion_paliativa_avaliat_infografia_cast.pdf;SKIP;4608962
050;050_gpc_612_atencion_paliativa_avaliat_infografia_gall.pdf;GPC 612 del SNS — Atención paliativa al adulto · infografía, en gallego;2;Cuidados_paliativos;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2021/10/gpc_612_atencion_paliativa_avaliat_infografia_gall.pdf;SKIP;3731707
051;051_gpc_481_conducta_suicida_avaliat_compl_en.pdf;GPC 481 del SNS — Prevención y tratamiento de la conducta suicida · versión en inglés;2;Salud_mental;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2022/02/gpc_481_conducta_suicida_avaliat_compl_en.pdf;SKIP;2522848
052;052_gpc_481_conducta_suicida_avaliat_resum.pdf;GPC 481 del SNS — Prevención y tratamiento de la conducta suicida · resumen;2;Salud_mental;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2022/02/gpc_481_conducta_suicida_avaliat_resum.pdf;SKIP;2098973
053;053_gpc_481_conducta_suicida_avaliat_revision.pdf;GPC 481 del SNS — Prevención y tratamiento de la conducta suicida · revisión de vigencia;2;Salud_mental;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2022/02/gpc_481_conducta_suicida_avaliat_revision.pdf;SKIP;3074961
054;054_gpc_604_traumatismo_toracico_osteba_herram.pdf;GPC 604 del SNS — Traumatismo torácico · herramientas;2;Urgencias;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2022/02/gpc_604_traumatismo_toracico_osteba_herram.pdf;SKIP;262007
055;055_gpc_612_atencion_paliativa_avaliat_herram.pdf;GPC 612 del SNS — Atención paliativa al adulto · herramientas;2;Cuidados_paliativos;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2022/02/gpc_612_atencion_paliativa_avaliat_herram.pdf;SKIP;151125
056;056_gpc_612_atencion_paliativa_avaliat_exposicion_publica.pdf;GPC 612 del SNS — Atención paliativa al adulto · borrador de exposición pública;2;Cuidados_paliativos;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2022/03/gpc_612_atencion_paliativa_avaliat_exposicion_publica.pdf;SKIP;788911
057;057_gpc_618_cuidados_palitativos_pediatria_iacs_exposicion_publica.pdf;GPC 618 del SNS — Cuidados paliativos pediátricos · borrador de exposición pública;2;Cuidados_paliativos;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2022/09/gpc_618_cuidados_palitativos_pediatria_iacs_exposicion_publica.pdf;SKIP;232828
058;058_gpc_534_depresion_adulto_avaliat_herram-1.pdf;GPC 534 del SNS — Manejo de la depresión en el adulto · herramientas;2;Salud_mental;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2023/05/gpc_534_depresion_adulto_avaliat_herram-1.pdf;SKIP;104924
059;059_gpc_534_depresion_adulto_avaliat_revision_2023.pdf;GPC 534 del SNS — Manejo de la depresión en el adulto · revisión de vigencia;2;Salud_mental;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2023/05/gpc_534_depresion_adulto_avaliat_revision_2023.pdf;SKIP;1728910
060;060_gpc_625_prevencion_secundaria_ictus_aetsa_exp_publica.pdf;GPC 625 del SNS — Prevención secundaria del ictus · borrador de exposición pública;2;Neurologia;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2023/05/gpc_625_prevencion_secundaria_ictus_aetsa_exp_publica.pdf;SKIP;351109
061;061_gpc_625_prevencion_secundaria_ictus_aetsa_mat_met.pdf;GPC 625 del SNS — Prevención secundaria del ictus · material metodológico;2;Neurologia;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2023/05/gpc_625_prevencion_secundaria_ictus_aetsa_mat_met.pdf;SKIP;2650387
062;062_gpc_618_cuidados_palitativos_pediatria_iacs_resum_ingles.pdf;GPC 618 del SNS — Cuidados paliativos pediátricos · resumen en inglés;2;Cuidados_paliativos;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2024/01/gpc_618_cuidados_palitativos_pediatria_iacs_resum_ingles.pdf;SKIP;602318
063;063_gpc_534_depresion_adulto_avaliat_adenda-1.pdf;GPC 534 del SNS — Manejo de la depresión en el adulto · adenda;2;Salud_mental;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2024/02/gpc_534_depresion_adulto_avaliat_adenda-1.pdf;SKIP;93150
064;064_gpc_534_depresion_adulto_avaliat_adenda.pdf;GPC 534 del SNS — Manejo de la depresión en el adulto · adenda;2;Salud_mental;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2024/02/gpc_534_depresion_adulto_avaliat_adenda.pdf;SKIP;116640
065;065_gpc_534_depresion_adulto_avaliat_compl_en.pdf;GPC 534 del SNS — Manejo de la depresión en el adulto · versión en inglés;2;Salud_mental;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2024/02/gpc_534_depresion_adulto_avaliat_compl_en.pdf;SKIP;3370577
066;066_gpc_534_depresion_adulto_avaliat_resum.pdf;GPC 534 del SNS — Manejo de la depresión en el adulto · resumen;2;Salud_mental;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2024/02/gpc_534_depresion_adulto_avaliat_resum.pdf;SKIP;4600598
067;067_gpc_625_prevencion_secundaria_ictus_aetsa_resum_ingles-2.pdf;GPC 625 del SNS — Prevención secundaria del ictus · resumen en inglés;2;Neurologia;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2024/03/gpc_625_prevencion_secundaria_ictus_aetsa_resum_ingles-2.pdf;SKIP;350755
068;068_gpc_631_abordaje_procesos_bucales_aemps_mat_met.pdf;GPC 631 del SNS — Abordaje de procesos bucales · material metodológico;2;Odontologia;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2024/07/gpc_631_abordaje_procesos_bucales_aemps_mat_met.pdf;SKIP;543229
069;069_gpc_641_ansiedad_sescs_exp_publica.pdf;GPC 641 del SNS — Trastornos de ansiedad · borrador de exposición pública;2;Salud_mental;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2024/12/gpc_641_ansiedad_sescs_exp_publica.pdf;SKIP;402717
070;070_gpc_585_anticoncepcion_iacs_herram.pdf;GPC 585 del SNS — Anticoncepción · herramientas;2;Ginecologia;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2025/01/gpc_585_anticoncepcion_iacs_herram.pdf;SKIP;163093
071;071_gpc_641_ansiedad_sescs_mat_met.pdf;GPC 641 del SNS — Trastornos de ansiedad · material metodológico;2;Salud_mental;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2025/01/gpc_641_ansiedad_sescs_mat_met.pdf;SKIP;6682705
072;072_gpc_635_manejo_ictus_ap_osteba_exp_publica.pdf;GPC 635 del SNS — Manejo del ictus en atención primaria · borrador de exposición pública;2;Neurologia;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2025/02/gpc_635_manejo_ictus_ap_osteba_exp_publica.pdf;SKIP;1252508
073;073_gpc_635_manejo_ictus_ap_osteba_mat_met.pdf;GPC 635 del SNS — Manejo del ictus en atención primaria · material metodológico;2;Neurologia;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2025/02/gpc_635_manejo_ictus_ap_osteba_mat_met.pdf;SKIP;6548121
074;074_gpc_636_espoguia_ser_mat_met.pdf;GPC 636 del SNS — Espondiloartritis (ESPOGUIA) · material metodológico;2;Reumatologia;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2025/02/gpc_636_espoguia_ser_mat_met.pdf;SKIP;3237916
075;075_gpc_636_espoguia_ser_rapida.pdf;GPC 636 del SNS — Espondiloartritis (ESPOGUIA) · guía rápida;2;Reumatologia;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2025/02/gpc_636_espoguia_ser_rapida.pdf;SKIP;432906
076;076_gpc_649_boca_seca_semo_resum.pdf;GPC 649 del SNS — Boca seca · resumen;2;Odontologia;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2025/07/gpc_649_boca_seca_semo_resum.pdf;SKIP;1057892
077;077_gpc_635_manejo_ictus_ap_osteba_ingles.pdf;GPC 635 del SNS — Manejo del ictus en atención primaria · versión en inglés;2;Neurologia;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2025/08/gpc_635_manejo_ictus_ap_osteba_ingles.pdf;SKIP;974091
078;078_gpc_641_ansiedad_sescs_ingles.pdf;GPC 641 del SNS — Trastornos de ansiedad · versión en inglés;2;Salud_mental;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2025/08/gpc_641_ansiedad_sescs_ingles.pdf;SKIP;1203973
079;079_gpc_453_tmg_iacs_revision_2025.pdf;GPC 453 del SNS — Trastorno mental grave · revisión de vigencia;2;Salud_mental;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2025/10/gpc_453_tmg_iacs_revision_2025.pdf;SKIP;1596446
080;080_gpc_652_trastorno_espectro_autista_ap_aetsa_exp_publica.pdf;GPC 652 del SNS — Trastorno del espectro autista en atención primaria · borrador de exposición pública;2;Salud_mental;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2025/10/gpc_652_trastorno_espectro_autista_ap_aetsa_exp_publica.pdf;SKIP;642728
081;081_gpc_652_trastorno_espectro_autista_ap_aetsa_mat_met_d.pdf;GPC 652 del SNS — Trastorno del espectro autista en atención primaria · material metodológico;2;Salud_mental;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2025/10/gpc_652_trastorno_espectro_autista_ap_aetsa_mat_met_d.pdf;SKIP;2254165
082;082_gpc_653_artritis_reumatoide_ser_mat_met.pdf;GPC 653 del SNS — Artritis reumatoide · material metodológico;2;Reumatologia;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2025/10/gpc_653_artritis_reumatoide_ser_mat_met.pdf;SKIP;2175625
083;083_gpc_653_artritis_reumatoide_ser_rapida.pdf;GPC 653 del SNS — Artritis reumatoide · guía rápida;2;Reumatologia;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2025/10/gpc_653_artritis_reumatoide_ser_rapida.pdf;SKIP;396843
084;084_gpc_658_manejo_via_subcutanea_hospital_scjhuesca_mat_met.pdf;GPC 658 del SNS — Uso de la vía subcutánea en el hospital · material metodológico;2;Enfermeria;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2026/01/gpc_658_manejo_via_subcutanea_hospital_scjhuesca_mat_met.pdf;SKIP;955067
085;085_gpc_659_diabetes_mellitus_tipo_1_sescs_mat_met.pdf;GPC 659 del SNS — Diabetes mellitus tipo 1 (2026) · material metodológico;2;Endocrinologia;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2026/01/gpc_659_diabetes_mellitus_tipo_1_sescs_mat_met.pdf;SKIP;7759182
086;086_gpc_659_diabetes_mellitus_tipo_1_sescs_exp_pub.pdf;GPC 659 del SNS — Diabetes mellitus tipo 1 (2026) · borrador de exposición pública;2;Endocrinologia;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2026/02/gpc_659_diabetes_mellitus_tipo_1_sescs_exp_pub.pdf;SKIP;1174516
087;087_gpc_657_infecciones_tracto_respiratorio_superior_pediatria_aemps_mat_metod.pdf;GPC 657 del SNS — Infecciones del tracto respiratorio superior en pediatría · material metodológico;2;Pediatria;GuiaSalud;web;https://portal.guiasalud.es/wp-content/uploads/2026/03/gpc_657_infecciones_tracto_respiratorio_superior_pediatria_aemps_mat_metod.pdf;SKIP;549070
088;088_AI_Act_Reglamento_UE_2024_1689.pdf;AI Act — Reglamento Europeo de Inteligencia Artificial (UE 2024/1689);3;Regulacion_UE;EUR-Lex;web;https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=CELEX:32024R1689;SKIP;2679733
089;089_MDR_Reglamento_UE_2017_745_productos_sanitarios.pdf;MDR — Reglamento de productos sanitarios (UE 2017/745);3;Regulacion_UE;EUR-Lex;web;https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=CELEX:32017R0745;SKIP;1705577
090;090_IVDR_Reglamento_UE_2017_746_diagnostico_in_vitro.pdf;IVDR — Reglamento de productos sanitarios para diagnóstico in vitro (UE 2017/746);3;Regulacion_UE;EUR-Lex;web;https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=CELEX:32017R0746;SKIP;1469382
091;091_EHDS_Reglamento_UE_2025_327_espacio_datos_sanitarios.pdf;EHDS — Espacio Europeo de Datos Sanitarios (Reglamento UE 2025/327);3;Regulacion_UE;EUR-Lex;web;https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=CELEX:32025R0327;SKIP;2127856
092;092_RGPD_Reglamento_UE_2016_679.pdf;RGPD — Reglamento General de Protección de Datos (UE 2016/679);3;Regulacion_UE;EUR-Lex;web;https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=CELEX:32016R0679;SKIP;1024768
093;093_Ensayos_Clinicos_Reglamento_UE_536_2014.pdf;Reglamento de ensayos clínicos con medicamentos de uso humano (UE 536/2014);3;Regulacion_UE;EUR-Lex;web;https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=CELEX:32014R0536;SKIP;926439
094;094_HTA_Reglamento_UE_2021_2282_evaluacion_tecnologias.pdf;Reglamento de evaluación de tecnologías sanitarias (UE 2021/2282);3;Regulacion_UE;EUR-Lex;web;https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=CELEX:32021R2282;SKIP;895772
095;095_Directiva_UE_2011_24_asistencia_transfronteriza.pdf;Directiva de derechos de los pacientes en la asistencia sanitaria transfronteriza (2011/24/UE);3;Regulacion_UE;EUR-Lex;web;https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=CELEX:32011L0024;SKIP;906880
096;096_NIS2_Directiva_UE_2022_2555.pdf;NIS2 — Directiva de ciberseguridad (UE 2022/2555), que incluye al sector sanitario;3;Regulacion_UE;EUR-Lex;web;https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=CELEX:32022L2555;SKIP;1382029
097;097_Ley_41_2002_autonomia_paciente.pdf;Ley 41/2002, básica reguladora de la autonomía del paciente y de la documentación clínica;3;Regulacion_ES;BOE;web;https://www.boe.es/buscar/pdf/2002/BOE-A-2002-22188-consolidado.pdf;SKIP;186330
098;098_Ley_14_1986_General_de_Sanidad.pdf;Ley 14/1986, General de Sanidad;3;Regulacion_ES;BOE;web;https://www.boe.es/buscar/pdf/1986/BOE-A-1986-10499-consolidado.pdf;SKIP;388899
099;099_Ley_16_2003_cohesion_calidad_SNS.pdf;Ley 16/2003, de cohesión y calidad del Sistema Nacional de Salud;3;Regulacion_ES;BOE;web;https://www.boe.es/buscar/pdf/2003/BOE-A-2003-10715-consolidado.pdf;SKIP;412646
